,winner,losser,winner_name,losser_name
1779,91,86,['Albert-Montanes'],['Ruben-Ramirez-Hidalgo']
1780,91,86,['Albert-Montanes'],['Ruben-Ramirez-Hidalgo']
1781,87,86,['Lukasz-Kubot'],['Ruben-Ramirez-Hidalgo']
1782,87,95,['Lukasz-Kubot'],['Lukas-Rosol']
1783,87,94,['Lukasz-Kubot'],['Arnaud-Clement']
1784,90,87,['Thomaz-Bellucci'],['Lukasz-Kubot']
1785,89,105,['Dustin-Brown'],['Mikhail-Elgin']
1786,92,89,['Andreas-Haider-Maurer'],['Dustin-Brown']
1787,89,96,['Dustin-Brown'],['Rajeev-Ram']
1788,96,89,['Rajeev-Ram'],['Dustin-Brown']
1789,95,89,['Lukas-Rosol'],['Dustin-Brown']
1790,100,89,['Santiago-Gonzalez'],['Dustin-Brown']
1791,89,94,['Dustin-Brown'],['Arnaud-Clement']
1792,91,89,['Albert-Montanes'],['Dustin-Brown']
1793,94,95,['Arnaud-Clement'],['Lukas-Rosol']
1794,95,94,['Lukas-Rosol'],['Arnaud-Clement']
1795,94,97,['Arnaud-Clement'],['Alexander-Peya']
1796,94,96,['Arnaud-Clement'],['Rajeev-Ram']
1797,101,95,['Marc-Lopez'],['Lukas-Rosol']
1798,95,96,['Lukas-Rosol'],['Rajeev-Ram']
1799,96,105,['Rajeev-Ram'],['Mikhail-Elgin']
1800,105,107,['Mikhail-Elgin'],['Jean-Julien-Rojer']
